Rule ID,Rule Name,Field,Rule Type,Severity,Enabled,Message,Expected / Values
R031,LAST-BUREAU-RECORDED-DATE-CUS date format,LAST-BUREAU-RECORDED-DATE-CUS,date_format,error,Yes,LAST-BUREAU-RECORDED-DATE-CUS must be a valid date (MM/DD/CCYY),MM/DD/CCYY
R032,FINAL-REPORT-INDICATOR-CUS valid values,FINAL-REPORT-INDICATOR-CUS,valid_values,error,Yes,FINAL-REPORT-INDICATOR-CUS must be one of: Y|N,Y|N
R033,LAST-REPORTED-SEG-TYPE-CUS valid values,LAST-REPORTED-SEG-TYPE-CUS,valid_values,error,Yes,LAST-REPORTED-SEG-TYPE-CUS must be one of: BA|J1,BA|J1
R034,LAST-CHEX-RECORDED-DATE-CUS date format,LAST-CHEX-RECORDED-DATE-CUS,date_format,error,Yes,LAST-CHEX-RECORDED-DATE-CUS must be a valid date (MM/DD/CCYY),MM/DD/CCYY
R035,ACTION-CODE required,ACTION-CODE,not_empty,error,Yes,ACTION-CODE must not be empty,
R036,ACTION-CODE length check,ACTION-CODE,length,error,Yes,ACTION-CODE payload length must be between 1 and 1 characters,1..1
R037,CONTACT-ID required,CONTACT-ID,not_empty,error,Yes,CONTACT-ID must not be empty,
R038,CONTACT-ID length check,CONTACT-ID,length,error,Yes,CONTACT-ID payload length must be between 1 and 24 characters,1..24
R039,LOCATION-CODE required,LOCATION-CODE,not_empty,error,Yes,LOCATION-CODE must not be empty,
R040,LOCATION-CODE length check,LOCATION-CODE,length,error,Yes,LOCATION-CODE payload length must be between 1 and 6 characters,1..6
R041,ACCT-NUM required,ACCT-NUM,not_empty,error,Yes,ACCT-NUM must not be empty,
R042,ACCT-NUM length check,ACCT-NUM,length,error,Yes,ACCT-NUM payload length must be between 14 and 18 characters,14..18
R043,NAME-RELATIONSHIP required,NAME-RELATIONSHIP,not_empty,error,Yes,NAME-RELATIONSHIP must not be empty,
R044,NAME-RELATIONSHIP length check,NAME-RELATIONSHIP,length,error,Yes,NAME-RELATIONSHIP payload length must be between 1 and 1 characters,1..1
R045,LEAD-CONTACT-IND required,LEAD-CONTACT-IND,not_empty,error,Yes,LEAD-CONTACT-IND must not be empty,
R046,LEAD-CONTACT-IND length check,LEAD-CONTACT-IND,exact_length,error,Yes,LEAD-CONTACT-IND must be exactly 1 characters,1
R047,LEAD-CONTACT-IND valid values,LEAD-CONTACT-IND,valid_values,error,Yes,LEAD-CONTACT-IND must be one of: 0|1,0|1
R048,RESPONSIBLE-PARTY required,RESPONSIBLE-PARTY,not_empty,error,Yes,RESPONSIBLE-PARTY must not be empty,
R049,RESPONSIBLE-PARTY length check,RESPONSIBLE-PARTY,exact_length,error,Yes,RESPONSIBLE-PARTY must be exactly 1 characters,1
R050,RESPONSIBLE-PARTY valid values,RESPONSIBLE-PARTY,valid_values,error,Yes,RESPONSIBLE-PARTY must be one of: 0|1,0|1
R051,CAS-ADDRESS-IND required,CAS-ADDRESS-IND,not_empty,error,Yes,CAS-ADDRESS-IND must not be empty,
R052,CAS-ADDRESS-IND length check,CAS-ADDRESS-IND,length,error,Yes,CAS-ADDRESS-IND payload length must be between 1 and 1 characters,1..1
R053,EXTERNAL-SYSTEM-ID required,EXTERNAL-SYSTEM-ID,not_empty,error,Yes,EXTERNAL-SYSTEM-ID must not be empty,
R054,EXTERNAL-SYSTEM-ID length check,EXTERNAL-SYSTEM-ID,length,error,Yes,EXTERNAL-SYSTEM-ID payload length must be between 1 and 4 characters,1..4
R055,PREFERRED-CURRENCY required,PREFERRED-CURRENCY,not_empty,error,Yes,PREFERRED-CURRENCY must not be empty,
R056,PREFERRED-CURRENCY length check,PREFERRED-CURRENCY,length,error,Yes,PREFERRED-CURRENCY payload length must be between 1 and 3 characters,1..3
